	GSM3014964_Tissue_CTRL1	GSM3014965_Tissue_CTRL2	GSM3014966_Tissue_CTRL3	GSM3014967_Tissue_CTRL4	GSM3014968_Tissue_CTRL5	GSM3014969_Tissue_CTRL6	GSM3014970_Tissue_CTRL7	GSM3014971_Tissue_CTRL8	GSM3014972_Tissue_PD1	GSM3014973_Tissue_PD2	GSM3014974_Tissue_PD3	GSM3014975_Tissue_PD4	GSM3014976_Tissue_PD5	GSM3014977_Tissue_PD6	GSM3014978_Tissue_PD7	GSM3014979_Tissue_PD8
HSPBL3	2.0789018263572183	0.2557780380995455	-1.1618884075122182	0.8990912298771402	-0.8551358307488554	-0.9011253903495725	-0.4267373037062934	-0.11106873169557255	-0.8816279729436537	-0.27818404435586314	2.073862608170716	0.08516088899892257	0.5363428223140295	-0.7679018017459691	-1.1467341544622673	0.6012662237026856
HIST1H1E	0.3574168803523153	1.0503593873354873	-0.6370648670144948	1.4342839899527793	-0.37918101064170706	-1.6971026794311725	-1.3029356100461726	1.4289000064567976	0.16387874801895572	0.21564229782453484	-1.447617631364483	0.5542356797301996	-0.23020041357216398	-0.3166973706529431	-0.7345742093302282	1.5406568023823437
CADM3-AS1	-2.658150816847902	-0.21291574213695985	0.30835361435900616	-0.9800388500970725	1.008157526863562	0.7884701151415046	0.3685929255956342	-1.3165538112082245	0.259479215127307	-0.06457791224791329	-0.06425587752768405	0.7199025063521929	0.6938188378970479	1.0306835121589686	1.1038917588186157	-0.9848570022480756
PLD3	-2.757678910103116	0.08333532760572554	0.5255722354614834	-0.9934745710822621	0.6342684397456964	0.9653141160437678	0.0345093502325237	-1.3112504879525961	0.6485409698706018	-0.06384678647382674	-0.6683450798958334	0.8968479783483161	0.22253097665091803	1.0684284646177364	1.0460262409716967	-0.3307782640408936
CA11	-0.4359252085206521	-1.3549905648038765	0.23519984233599142	-0.4108886421898622	0.8786093219553435	1.0457289951384725	0.07877210142081076	-1.479674560564067	1.4220596830885568	-0.8531756496537595	-1.2616212803875908	0.6834207531991837	0.16790639203321572	1.7845789104997152	0.6280224230934108	-1.128022516644966
SLC1A2	1.994500511584929	-1.6949826938446546	0.12546501690440864	0.04102195969790995	-0.6500378207443842	-0.33469849581954364	0.40809635102547687	0.09076718829729621	0.894029526185311	-0.12028381908063183	-1.777710203285817	-0.9265864722478011	-0.6332696854077232	1.1936984192243096	0.06346218072599019	1.3265280367848313
IFITM2	0.42808141628923013	0.8209388728277326	-1.1754894154797886	1.8665343249812838	-0.33471256087086454	-1.3918304655431222	-0.18245894438830731	0.6953756844295831	-0.3145190018520445	0.49033293490391744	1.2950802270512587	-0.6314176730962614	0.2715061295212711	-0.7919552396821182	-1.9454661730778853	0.8999998839861246
MTND3	3.551563336795811	-0.8495092087310034	-0.19325786130561545	0.35090115090485835	-0.4780132250640086	-0.18646975675973912	-0.6879802945230837	0.721281469794793	0.05966287702636156	-0.24570994613577296	0.14379857277899974	-0.28639258443582627	-0.3064818814472613	-0.45074482238351543	-0.827121145204769	-0.3155266813102274
UCHL1	-3.3825767067804957	0.4390433169478233	0.20209295242609893	-1.2916447973987435	0.42924433642473037	0.7426477367632645	-0.09681082461453602	-0.21825198037295765	-0.054042361409953825	0.44163264555604526	0.2202818008194887	0.8617970052891498	0.4239344392913193	0.22468251594372787	0.7344288473307774	0.32354107378426267
Sep-05	1.2283924358830463	0.196563025808704	-0.05458033278994168	-2.542854474042191	0.07314696779988569	0.9374415029054048	-0.20711021085938605	-1.2115208643841477	1.2423585206726135	0.4112385740124385	-1.3471556497062747	0.08146453416417748	-0.5616320286918177	1.2560968696648591	0.3854184924230664	0.11273263713953201
GOT1	-3.355997744066321	0.18733339042270186	0.7414224537838193	-0.8746487158884817	0.38339171081609624	0.8957900776836486	0.5537190500510644	-0.2157555088600419	0.4157736864428751	0.40161685561391736	0.07565108639993152	0.3777685601252585	0.3612540776250081	0.028357203729454623	0.8696824400942812	-0.8453586239732415
ID2	-1.7417248175701263	-0.3031258554201293	0.34880858933492626	2.924613597231643	0.1142229254786022	-0.1811953352703083	0.625403269212578	0.7639620853764222	-0.4627437484286149	-0.12695082019608128	-1.5339140540102596	0.33702281079226454	-0.3376414595311294	-0.43638299685554	-0.2931938091683839	0.30283961902412654
PKD1	0.822615149346986	0.5763507246407454	0.339463765721739	1.5593967687524481	-0.36713313882600646	-0.12879418433056664	0.21772367613238502	0.7874835200721177	0.2650681940512784	1.0688885663283643	-0.391674771282369	-1.8308029172093032	-0.5747327192590973	-1.3169793408447463	-1.9823210234235569	0.9554477301296174
AP2M1	-2.8116223311679853	0.21017583840119586	0.6342331337285965	-1.2798544699790628	0.6113972290370259	1.0371833593673898	0.3648256275207885	-0.9895492630089107	0.1856839577305231	0.4043911192372512	-0.2502103232907416	0.5903544033994567	0.4022834611733429	0.7049419226057603	1.1329075847731445	-0.9471412495277773
PREPL	-3.471706219794991	0.0250966824600017	0.6809999709425547	-0.7631817932787022	0.6313623694135287	0.6927293663333303	0.3460919764145943	0.36856904188104933	0.0352000277333734	-0.14342819716138644	0.31931435619669396	0.5182622015788947	0.06911133179010079	0.4704614321684008	0.860018065756122	-0.6389006124335406
ENSG00000270532	-2.2248063147640966	2.2367629325813896	0.02497221908489153	-0.09541481955008593	0.09420621031377756	0.41066376254898906	-0.34448966501230494	0.3344160545862827	-0.37303449369368646	1.0332589143286772	-1.9010855667052735	0.6663066838683198	-0.15987427074067653	-0.2616064218130176	0.041261442137813575	0.5184633328291646
SERPINI1	-3.2737264635648358	0.13119842060976208	0.5693653419331431	-1.5314828487116738	0.6712475366456157	0.6300918435410042	0.02463696577189798	0.13266200599362016	0.04489172798080224	0.2401143497277872	0.39674299047196926	0.5971916075621184	0.4824045354615909	0.2726802015452064	0.8813376433776035	-0.2693558583456029
NDRG2	3.1236116056536005	0.23281488782061527	-0.4594407290585785	0.029776965856065936	-1.2591649583114453	-0.5520919209010953	0.5153816830666961	-0.19457647798544306	-0.13622279143932353	0.059885342706024074	-1.6668999279693202	-0.4331154061273163	-0.0006383730991084473	0.11543612936616364	-0.2286806106658467	0.853924581088332
LHON	3.5866491892803194	-0.3363035277745037	-0.4854736243441973	0.586896292205147	-0.10766549435975224	-0.5947531132342359	-0.24704799994923107	0.11727565668354338	-0.5937928832826694	-0.48093518329070944	-0.13818599681547938	-0.5821351247647205	-0.2198555265741339	-0.4035903978812199	-0.7003143349837594	0.5992320690855953
SLC17A7	-1.5414845589366628	0.11775985090428907	0.404530553857869	-1.1735200278172642	0.0961466381959565	1.2007436907453792	-0.18076137523496422	-2.296074956543229	1.0662261506717503	-0.04799736624403667	-0.5655090911278194	1.187077790377188	0.457837373391197	0.8529793396457662	1.0533866011662254	-0.6313406130517292
TXNIP	2.2208050538318695	2.1128533857527287	-1.2441902701021033	-0.06393590136767893	0.09631916440866936	-1.4080207399223033	-0.018370475987618415	0.6730847910220953	-0.43975163193250194	0.6821645861842186	-0.6445240164123708	-0.08244378055962627	-0.20806754252669254	-0.7475343296584832	-0.960484166053099	0.03209587332289855
ENSG00000224781	-2.516290659082192	-0.3438159757139186	0.5630448189927048	-1.6411670402370135	1.004789524613435	0.879473681601286	0.8252388471962381	-0.49464325325003355	-0.16702106043710296	-0.25203036171612175	0.1244389211889033	0.7096109050103914	0.6415515600251939	0.4161819249052681	1.2664156086805138	-1.0157774417775345
DKK3	-2.2591622052787743	0.7333871421635478	0.18986125894116618	-1.7161924656550946	0.07399393805431888	0.7292836697197281	-0.029851710633409807	-1.4961889658169174	0.6660104203998485	-0.15665834736276008	-0.27209674192341654	1.5289118954396428	0.4506850553211666	0.9250429986995452	0.7967440678941494	-0.16377000996273308
MT1E	2.117389548867117	-0.33031032269998295	-0.44407329828132003	1.4787791050678973	-1.7514766171928633	-1.0098505636958806	-0.30531508321035294	-1.2103260950075407	-0.4759395474551506	1.021086991864848	-0.3858450418073909	1.1109549889154922	0.32703237695387966	0.1297255822461667	-0.6674388654347777	0.3956068408698598
ENSG00000228499	-1.3502074151162298	-0.04370295728868183	1.1136614474938116	-0.7453508489779416	-0.030670489446477368	0.6598853378589273	-1.9198864092187662	0.29200423155485894	-1.0040256761759307	1.6734597083478562	0.3230302384326403	0.21331823976530745	0.28015419953115667	-0.3322890486917203	-0.9147534243016805	1.7853728662328736
ENSG00000218426	2.978115871595918	1.5683994948140614	-0.9024069961751895	-0.7269737895633552	0.19669977398121807	0.35655682712691594	-1.403382822352305	-0.47619668611828314	-0.4365988301764335	-0.38178193687808204	0.16238503467417442	-0.3897510433032226	-0.3699713585260966	-0.4729095210028459	-0.003619447162789206	0.3014354290662785
CITED2	-1.2262145636189645	-0.20084289175182793	1.1787621262083041	-1.9534891525279696	0.3439128096864491	0.3278217177254751	1.932447619905593	1.1938864397429663	0.42605995450870326	0.838720677320325	-0.9177186446677298	-0.6987716749297633	0.3028609175280721	-0.7867276317182921	0.1895260447939976	-0.9502337482052994
C3	-0.5830669268331368	1.2458009844006666	-0.5528640864845006	-0.4732644418689903	1.6674879223614687	-0.07643350521109422	-2.403840185863539	0.31143246623270077	-0.3643642503856603	-0.9624531824575553	1.3063978682653892	-0.19808220025704154	1.0290113062255968	0.5416985839843488	-0.8096273657375814	0.32216701362893485
ZNF358/C19orf45	3.2838860515410526	-0.15137310530912496	-0.9775263181539897	-0.8492392860491546	-0.45685357290363365	-0.23549581582143286	0.5064437652900083	0.24324172160774254	-0.5964689985820802	-0.2299876330907172	-0.7304795702259629	0.6148039786597809	-0.17293819359176288	-0.6583580851905051	-0.5258540734617246	0.936199135281493
USP11	-2.9975856305523405	0.5553561304148507	0.2711002128663533	-1.1277227580942606	0.7600322779352097	0.3544113946458715	0.26089806996130205	-0.732098352084543	0.5472535599419576	0.6120846644974519	-0.3814160896322379	0.8177543593677868	0.026068023787286773	0.7119926493017675	1.1623760786155743	-0.8405045909720563
LRP4	3.1104817737948944	0.061586458585713724	-0.9819602478729791	0.2517916196667017	-0.6791287730438115	-0.8983290193624694	-0.09081255347246948	0.23154838966373656	-0.39118565589701704	-0.05532058718984272	-1.0167056025749333	0.2967033690812057	0.2142247849743861	-0.05470768356892097	-1.1472865457580228	1.1491002729738273
CADM3	-2.62438478295001	-0.1727442276374123	0.2670471991987345	-0.959140373526089	0.9837401904640442	0.8130370234440225	0.3265045484669884	-1.3502987052843787	0.30604506678389715	-0.07084230769191743	-0.06088740949531801	0.7874612610034492	0.6312191978166075	1.0251874674448345	1.1344021653095941	-1.036346313347094
PKM	-3.158639777499136	0.3068444697360205	0.6509057549583157	-0.8638808555218137	0.2532332130179221	0.6700419998370555	0.5817173574923705	-0.7411495935095043	0.8659955587803522	0.3258627043044858	-0.42404747230204853	0.4913114620129154	0.2069371372186049	0.4520936584992531	1.129545988554464	-0.7467716055793331
NPTXR	-2.060160988459331	-0.34091379796805876	0.12390420407591968	-0.7507083247025896	0.044294359662475	1.2158056561325108	0.13670547438095826	-1.870799335121956	1.176848308002437	-0.3356805875856453	-0.2896824795039607	0.5070322808382136	0.3381712644187781	1.9406417042271091	0.48800327443525615	-0.3234610128321273
APOD	0.8702289526216876	1.1088586357983719	-1.1245670079850487	1.6628302955734229	0.3133290168020413	-1.4912977291589538	0.5382093907320599	1.0253864496217022	-0.301542927186263	-1.0853083799101062	0.10061855556431692	-0.310972846662687	0.646800471220791	-2.0476248800185317	-0.35803612531406614	0.4530881283013011
OLFM2	2.5561707515198417	-1.926245451575342	0.3559607745853204	0.5341046363743281	-0.5073626945718063	-0.05825076144353862	0.21551411587145547	-0.48519138565761233	0.2820791931127408	-1.5388277549241671	-0.8150384731216815	-0.2864424186138406	0.2850971489928029	0.9575139501743322	-0.29251299561209365	0.7234313648892609
HSPB8	2.030670401149357	1.468848104095352	-0.7483265133639113	-0.3342304592753951	0.5364888621871139	-1.4751173561555877	-0.6117300868780094	-0.04444651403565189	-0.6491373729628209	0.13006609002016106	1.0538447548238021	0.9408917604305305	0.06363876900951983	-1.58988443391864	-1.0726540492379084	0.3010780441120915
NSMF	0.3693827389876619	-1.7925843945340671	-0.2408421474928077	-0.0916727704073358	-0.7423340893036102	1.154930167196527	-0.6886649926523623	-1.5477744789298231	1.901316548290002	-0.42440003299920087	-0.36167397230446163	0.5910722436204563	-0.6277515198666201	1.4211787038594317	0.012234360474475509	1.0675836360617537
CALM3	-3.2155446439067226	0.12293203463754089	0.6793914674986777	-1.3491583351269179	0.8698014062314966	0.7104842821039006	0.5063970453005394	-0.1675006293362343	0.38863186971278985	-0.10766642983340317	-0.30245252982748827	0.46164109114618634	0.18510953697603968	0.6038824900530086	0.9246163940622932	-0.3105650496916931
EPAS1	3.0239651223922803	0.9859938047599632	-0.8729352376703541	0.1740759947309802	-0.5445463791207018	-0.8932253956549666	-0.1445241198765452	0.4180912869455655	-0.3656303353479697	-0.07076274951006409	1.1900648989032392	-1.1679119558677766	-0.17145559100043353	-0.6217647585793263	-0.3582721291912698	-0.5811624559126135
DNM1	-3.4007174242624933	0.02752930461349605	0.5771121285479084	-0.5509238410109785	0.705497543870382	0.6445901015845932	0.4591606071628135	-0.27149869986005115	0.23357086446173633	0.27509712154222876	-0.32149377144398794	0.683668682900983	0.36144415671033486	0.5260234271319085	0.8887165658718086	-0.8377767678206964
SPTAN1	-2.7570348773989966	-0.48911179815355604	-0.11647007363304288	-1.9782138536113603	0.8224170585115956	0.04308233864039351	0.3049218072140092	0.9763165293446693	0.0009757712293264507	0.8039188530021635	-0.4297406353666465	0.7641820838641789	0.42756936167064263	0.6770890447131679	0.4936162473829853	0.45648214259048775
APLP1	-2.1140158036724754	0.4190560807115947	0.2663684116276476	-0.8755152882205405	0.870980806326931	0.5848013771556608	0.5180708360886777	-1.5732155329458306	1.0499282781636587	-0.12127494914618062	-0.8496808144571831	0.7492858658297273	0.24589965689502905	1.1281846967857991	1.053782089422224	-1.352655710564678
COX8A	-1.7907556130864288	0.16066645777479988	-0.04953659200712071	-0.6855228530271884	0.4128709693251156	1.1188193535085442	0.1464520752671318	-1.7209323799428193	0.4120477451143872	0.0866873575026054	-1.464671104255643	1.0694338383751114	1.1334869637994167	0.905288171066071	1.20143769466646	-0.935772084080443
PI4KA	-2.641007309772232	-0.266166116535316	0.754713709464758	-1.1150854483604098	0.5883272990891589	1.0674867909229875	0.5645338335668316	-1.1237752920268576	0.47301028921111593	-0.1778018235892683	-0.316172023350296	0.9486053991598224	0.43195041858696265	0.825260109181501	0.9807595104935485	-0.9946393460423418
BEX2	-2.74763888361093	-0.3598626642289634	0.9233074423827398	-0.49121911208814306	0.6716126387812557	-0.2785096698757115	1.2395876812640838	-1.0238910850325293	1.0012537342911627	-0.4213749041686309	-0.7814217831435115	0.6921684178156389	0.8582313248341693	-0.2926784584561603	-0.00031691007387154994	1.0107522313094057
CAMKV	-2.7589000857510078	0.48133729650406604	0.24911046450192964	-1.7212946749700768	0.5561017158939824	0.5010226564252175	0.15069033206211532	-0.6227310616551303	0.9842235756769965	0.050629884771257176	-0.651031560580389	1.0440144798896762	-0.05312033084420164	0.9307986691001643	0.8974178227652987	-0.03826918378987029
PPP1R1B	2.862123258170733	-0.282251340741733	-0.6614533950697058	-0.7110181042661207	-0.5896506918494523	-0.5574219897550986	0.6713317873795157	0.7722050418488349	-0.41811521807964097	0.33507206337271955	-1.773844221471919	-0.12980878795569165	0.007550086702717858	-0.24571660071624785	-0.4486063236072418	1.1696044360383364
ENSG00000230629	2.5672507170566	-1.1050230242256731	-0.865014430789195	-0.22872319191250212	-0.024690541091950582	0.7215224274581534	0.05410117120747789	0.5596532728310252	-0.4344604093925153	-2.3280665574881523	0.2929912947158272	0.25576016920073913	0.06118420409487932	-0.29200454077592275	-0.06907740718595079	0.8345968462971741
ENSG00000270542	2.4793153053557675	0.36921127886183513	-0.31007261457955654	0.14271073444324964	-0.32719537485895517	-1.31542248044157	0.36062311423336885	1.116868481809981	-1.7676840266558498	-0.3342159304826579	-0.9509722163716819	-0.603718221097082	0.19873869683724002	-0.29740214384139735	-0.08193576387886918	1.3211511606662214
C1QC	-1.0930073268904732	1.6347570609684905	-0.9845544566366367	0.22129206587740807	1.093662579024673	-0.7017236410054564	-1.5827674050106417	0.46725842294860753	-0.24884283306675387	-0.7145388662963129	1.6177791596812845	-0.5659910898021391	1.2349459664504445	-0.14950592183990402	-1.0140862063367224	0.785322491934127
SLC22A17	-2.772486838261995	0.2429988742487506	0.4727116982034657	-1.1416776378217481	0.41940023863108117	0.8013508591776797	0.6603484592726596	-1.1219496463122132	0.8611871737789843	0.28940316404163813	-0.5137452595909795	0.636132404667935	0.4318906872450279	0.6903318846225446	1.0360630195977933	-0.9919590815006198
ENSG00000213763	-3.294297903561786	0.9853369433897813	0.11869313712216492	-0.05290163471510201	0.2049931707518505	0.239628157642923	-0.2606462120341301	-1.1247517503947075	0.5219888354020253	0.3751774853343793	0.98816619747718	0.6438169614707433	0.24502636116669174	0.5749233988605151	0.4268167750941618	-0.591969923006663
ENSG00000240652	2.7509340025883553	-0.05684211821281721	-1.380238022151005	0.9017308967794582	0.008071536319124214	0.17470551546144758	-0.5243726606362497	-1.7122070947702364	-0.46581007341114933	0.2760379850929088	-0.40067638243632764	-0.3090727607856622	0.47881596164058887	1.0197478329647691	0.04733033711305104	-0.8081549555562021
ENSG00000271581	-1.0844246570202387	1.253787571444768	0.1513507416310503	1.4067077789286322	1.3844149858319759	-1.4653493781727875	-0.20627296165760065	0.5706189676847013	1.366408945046558	-0.15888301344152173	-0.4287081733840621	-1.3743633555310053	-1.5642776591389655	-0.30321883283993334	0.551805733733139	-0.09959669311470962
ENSG00000242439	-0.05656940855481866	2.5753831013674118	-0.3224806650166344	1.0848068613768382	-0.5027749967411078	-0.8124684066793263	-1.4766315546016178	1.035617928183591	-0.21653378872478798	0.37234187461615903	0.6512048421903722	-0.4992202915610199	-0.08740858357151217	-0.6856029679273805	-1.5347249267107763	0.4750609823545889
GNG3	-3.5752582218500186	0.1364229945050647	0.5370362806095833	-0.20123325064645356	0.28049595088873225	0.7197385706364617	0.3355060534701992	-0.24922451453742892	0.3589159190835942	0.2512930343532113	-0.7298249440001469	0.3643112126274455	0.1725045488112293	0.7310962661547511	0.821496995665454	0.046723104228311205
RANBP2	-0.26776306272079303	-1.3025273715800112	-0.5826808585443725	0.7534007145424461	-0.08904085670906295	-0.8406981831796951	0.4615415584378375	1.8457239793014375	-1.3444669505616187	-1.038132044767876	2.1782053160649775	-0.07782234958761945	0.5088894572315679	-0.9081039812144582	0.24409763792877176	0.45937699535853366
AK095541	-0.5466897780476959	-1.049754547446783	-0.40715434397315253	-0.5931558868200475	-0.6674036516871591	0.1885981495510347	-0.8495865339239582	-0.14730116810110414	-1.421432075895423	-0.6687758858167718	2.351965235643246	0.9658918035812714	1.3217650746643637	-0.448142152964487	0.8552685011780842	1.1159072600585478
SYN2	-3.1071743991140774	0.07584243980120527	0.40163045317129786	-1.266655276774756	0.559295804727223	0.891040994407082	0.08888739624480523	-0.802923557392603	0.2341824542617929	0.22957486239477756	0.05780755184546208	0.893412709942339	0.584993677397666	0.7098906887080425	0.9172190848828206	-0.4670248845030761
ENSG00000214297	-2.042763718934552	0.3656486721575255	0.42785190933756057	-2.5464056021391075	0.6475565640578488	0.8348719266372727	-0.36919499605326106	-0.6536646823575978	-0.25954423579946895	0.10803944381753282	0.5972836946498251	0.9458568579471628	0.10679035751747364	0.8800489026320488	1.0998655383341038	-0.14224063180439786
SOD1	-2.037597222415795	0.7634399110051493	0.20248396272018432	-2.4489883445955147	0.08320348256724946	0.8797182310419793	-0.5028273991096422	-0.26951639361161916	-0.7579223691202953	0.014570059513653658	0.5998559945208342	1.2061635359890894	0.6520111090192976	0.35649555742803296	1.0690917341253976	0.18981815092194837
ENSG00000266282	-2.3013184221606893	1.7462953709783455	-0.5211721759932207	-1.346588204181635	0.03380588124873015	-0.35517615499075317	-0.9493488845728594	-0.24231840730868753	0.830690740213067	0.9143469763986379	-0.8493486201040484	1.0243092827185616	0.5367200327139422	0.2322592051341923	0.441502351431872	0.8053410284745329
EMC19	-3.1279783618618513	-0.05334817192552187	0.6662385799385109	-1.0139218334173443	0.6897968987234316	1.0786479911839906	0.34860356176633833	-0.42268188905030973	-0.2787566290919137	-0.43790253816043306	0.27575509206060855	0.5414715899910162	0.16748006346475774	0.7457304519300865	1.19838525460258	-0.3775200601539638
ENSG00000242849	-3.146797371813912	0.6271543529121506	0.4053978956720362	-1.095863462058164	0.7971833903222333	0.8684986417722906	-0.4323789835427848	-0.4210922723725284	-0.46822391580590295	0.1776388097136603	0.05922938777414502	0.41450602193479213	0.5239773297728613	0.5565556118034009	1.2495212790890897	-0.1153067151733468
NECAB2	-1.8713603576288702	-0.4794388347461751	-0.18510879713475895	-1.6197246099711415	0.3098076804648606	0.8014472287731511	-0.41202811527045685	-1.4157540107360371	1.1310284647352058	-0.22594342241657686	-0.20195410565590927	1.381127508904088	0.09313045121464437	1.704095726099017	0.4057775001299896	0.584897693238952
HLA-B	-0.34357285419628225	-0.11438233611123169	0.5907341778971636	1.648441757261354	1.4348175080649965	-2.046164137820797	-0.5047656652039658	0.11383340680568389	0.21803997928403238	0.3903464585061264	0.9952033565831863	-1.5229227325298096	-0.8426206952668568	-1.1781445860964013	0.6418169993771664	0.5193393634456441
SNCA	-3.3828708834131347	0.44522665111214615	0.5672966125980186	-1.2511771257662698	0.3540784665546362	0.9022932963741445	-0.27432195511324664	-0.22974197189513776	0.13331137302324444	0.5415148707847613	0.49953755662139737	0.5741408437520042	0.19947408863787522	0.00798944152778289	0.6241032930463867	0.2891454421554191
SCARNA9	-0.11172890678414225	0.426595200715778	-0.5366319489786016	-0.1690710108250308	0.6199179447056259	-1.1074733184421255	-0.4306195954396911	2.3757782259824602	-0.3449791534322643	-1.2409425588997107	0.9920822355918425	-0.4418307480115001	0.042375117007233336	-0.6334488131556187	-1.2448379692885043	1.8048152992542383
NPIPB4	1.8860679898788766	0.5408632770584845	-0.8037532631790234	0.7746016093460926	-0.810860306089545	-0.39680829714473503	0.04118972339368476	1.4528973552675908	-0.6333874587281705	0.33070823744949535	0.7129350863438593	-0.9718113524225039	-0.7465767591195028	-1.3068485611062453	-1.403141070622937	1.3339237896745793
ALDH2	2.0252851660447866	1.0501037468574772	-0.3230923022573592	-2.213494747214415	-0.20316768489083575	-0.23876520345398308	-1.1018992737241495	-0.3879045828196446	0.20644371334660744	0.26795905381321555	-0.9931423218003401	1.192555047405318	-0.1903138471615454	0.2920804356691607	-0.5554947996488429	1.1728475998345835
HINTP1	-1.204870255483918	0.47222361460640666	0.7335871881100093	-1.823978947524218	0.9782504555318947	1.8793115660016468	1.1389224304094712	-0.482238512487948	-0.97127083689898	-0.5212718979909515	-0.6176457909533756	-0.10075764842356189	0.16742753104088298	0.16414260886396007	1.2693184025411421	-1.0811499073424722
GAPDHL10	-2.6165988599155017	0.7428163771955312	1.1344129404393961	-1.3286783299718152	0.16406098692587517	0.990875170499543	0.37923471183653223	-1.398829159453261	0.23143771649916559	0.5459367545386296	-0.013650025393246144	0.20884944092205757	0.5883007391098964	0.43113384373630737	0.8395198641364957	-0.8988221711055233
SCO2	2.922831825361412	0.39460860328458	0.06130441178526121	0.2742154782046693	0.253699921238122	-0.6342742187789185	-0.3978135949726024	-0.19857505833828135	0.14910658647513061	1.0710421983138634	-1.9075955705752328	-0.6428448056822075	0.1817403607548441	-0.7474733369217321	-0.859332468717639	0.07935966856869643
ENSG00000232346	1.6409039196264252	1.4711932457490962	-2.1512081307291218	-0.12211203743853707	-0.4251336710451886	-0.8749311313042231	-1.1156975804730693	-0.3914076875621391	-0.4465087832401821	0.05640495833939194	-0.49224395458909215	0.8390319560193144	0.31530447181635124	-0.4147454936427251	0.5518613865543263	1.5592885319194645
DYNC1H1	-2.617488186974735	-0.5125243807062251	0.8560508913074197	-1.3743223011674535	0.5445380724607177	1.0992102610707333	0.3118851429498312	-0.6556881568935617	-0.778709051213938	0.5534931872562249	0.5311512529061426	0.9844773144276693	0.871772065210757	-0.17232035697294515	0.9585036885142204	-0.6000294421749013
SNCB	-3.730172533365537	0.3126190680700457	0.5404802872665627	0.024298570767754886	0.2349142668649864	0.264625054892864	0.5823024712989111	0.14182536254499006	0.6742077084493252	0.5069733970824589	-0.3443479506444178	0.16201841967378056	0.04219908384623779	0.3098735381403377	0.469297791342866	-0.19111453623116953
SCARNA17	0.9820071277262005	1.9466748567309766	-1.1349121174077041	-0.1624083205720626	-0.22212540568389064	-1.5783440196958296	0.09885289277510233	0.6561854493586691	1.004840967907042	0.4771733462381173	-0.6981278986092349	-0.17482118159301915	0.3105748139728549	-0.7027435921622825	-1.8647898061475576	1.0619628871626319
LRRC8A	3.1838908602405818	0.7930304527351546	-0.7802797258283962	0.836500361749223	-1.0436130325497572	-1.079046125374876	0.060415116492945	0.14602199760079998	-0.8149355175826338	0.15307325448736525	-0.3567883763449918	-0.3243220955125837	0.36508041279291814	-0.4864018671295158	-0.594703003105276	-0.057922712670989696
GRIN1	-3.1472123714106495	0.29736252267248264	0.3648078346118743	-1.1638176601712782	1.1730062096262754	0.3661218994155226	0.5859271826434285	0.1577422162118431	0.7292029199526411	0.46257557345607886	-0.760615045579109	0.03251220735346841	0.08546557216987671	0.362833186669863	0.959688385558984	-0.5056006331813823
PINK1	0.14914963530615474	0.735045505799535	0.3833956127559382	-1.5115805105328421	-0.24953624430473748	1.3793726258895538	0.1802235549065863	-1.7462726292503956	-1.1132869354557609	1.7700131915707231	-1.15108657381702	1.0459778977016823	0.6451177915802794	-0.592995401738014	0.4835067289691255	-0.40704424938075406
SCARNA6	-0.9381821047832711	1.656655303516273	-1.4432058241293733	1.3178111681553861	-0.8237047919907463	-1.6339395162697274	0.12802074161191687	0.658631672007295	0.1795941612939328	0.9088128577657147	-1.2757302703292612	0.32296402177177425	0.9824185211483721	-0.8575946292894647	0.6663006120714682	0.15114807744969946
MYH9	1.2476673276053516	-0.24330889919988793	-0.8380207817800097	3.0405880919888837	-0.8361977109864864	-1.1737851959781977	-0.2640978776573566	0.1124354045559078	0.4089763394706231	-0.7056130221654524	0.3852235471662657	-0.1094282434189664	0.1707614305214372	-0.1334076927684171	-1.1793955741804314	0.11760285682673326
ENSG00000216802	-1.8425196872804348	0.5689227426145715	0.5110151428850257	-1.7715162647861185	-0.16463355613088734	0.7682473615922015	0.08846978512506494	-1.8674441889743274	0.8209569153045182	0.3861619381644752	-0.33457972142903647	1.1785113737883173	0.7648299184927644	0.8059149483054314	0.8207900627158035	-0.733126770387358
SNAP25	-3.705416768595903	0.12270462029751886	0.72126257175186	-0.06393220634295009	0.6575683652666129	0.4830287145415171	0.5919309162769668	0.4652313013314337	-0.04068517583343555	0.16381877104320744	-0.02051905950913293	0.11939514793799784	0.0281532755479774	0.20747283261266553	0.5677379356441783	-0.29775124197053193
SCN2A	-3.0852128808214534	-0.41648843593335644	0.40159286184504184	-1.4327172133863417	0.8495324604670464	0.7472340976769882	0.4352539282891042	0.1821721663326199	-0.12302949863665043	-0.06899418615081576	0.4541720884192703	0.634339086396683	0.36556235222041317	0.6990248450369444	0.97771476229571	-0.6201564340512001
MDH1	-3.5456446196964433	0.2971857541271088	0.543177780189391	-0.7411557638511974	0.48459231477046916	0.6271564672395908	0.6232669894754713	0.2290783627799903	0.09862606116300382	0.3052377657223207	0.03688653957864772	0.31108979621265137	0.1524340879689916	0.3589664750098049	0.8339496124382468	-0.6148476231280517
PGAM2	2.3317096422810106	0.019125420419149688	-0.8705996792818337	0.32666161118545844	-0.7348677906279897	-0.5767985816008018	-0.43760339803558057	-0.6590367496704564	-0.4088237354407903	0.7764445969848517	2.341169372383526	-0.07715138995435998	-0.554091494759558	-0.7958603329067712	-0.9609165218874813	0.2806390309116109
