	GSM3014964_Tissue_CTRL1	GSM3014965_Tissue_CTRL2	GSM3014966_Tissue_CTRL3	GSM3014967_Tissue_CTRL4	GSM3014968_Tissue_CTRL5	GSM3014969_Tissue_CTRL6	GSM3014970_Tissue_CTRL7	GSM3014971_Tissue_CTRL8	GSM3014972_Tissue_PD1	GSM3014973_Tissue_PD2	GSM3014974_Tissue_PD3	GSM3014975_Tissue_PD4	GSM3014976_Tissue_PD5	GSM3014977_Tissue_PD6	GSM3014978_Tissue_PD7	GSM3014979_Tissue_PD8
ACTB	-2.776309867097641	1.3752244980338213	-0.14336666240384438	-0.6898240663203752	0.32862165197274235	0.2720300588066099	-0.24268106298914935	-0.27293132363064265	0.44698593482248616	-0.17272242588034784	2.1793025974441824	-0.42316294138176724	-0.5321100773088857	0.28246191974128154	0.19424802319697343	0.17423374299452868
XIST	0.9242775448677271	-1.0554078604056918	1.055611314928172	1.1020931172389021	1.0437643767359666	-1.0699281557954154	-0.8957494723017977	-1.0475701004135891	1.0277607937196533	-1.1265797773436677	1.0802137497026574	0.8160820694782871	-1.0212486547896806	-0.9393976287652905	0.9131472474520707	-0.8070685643083
NEFL	-3.293436511844116	0.018009952502073514	0.9270833259778303	0.2140819160106206	0.0026870987668613615	0.6060383956727798	0.9541412209113381	0.20700168928415347	-0.00811059083164125	1.1122785794868157	-0.44847506589880726	0.22599659554158513	0.13671457166049236	-0.5880721885059851	0.6988038938965795	-0.7647428826306434
HIST1H4E	-3.203167929514727	0.6246380672576501	0.4225455303795297	-0.8758324745454668	1.2807490541662185	0.304866625502803	0.7909224896422278	-0.019800797878855757	0.3413724372262201	0.49181639841161257	-1.0740729379745857	0.1536179305369666	-0.08618944770226783	0.2845592002245628	0.6436620895334668	-0.07968623526536114
CDR1-AS	1.072138257566827	-0.8808774682549074	-0.40075844346629896	1.9231987668808697	-0.01349243875114505	-1.3674658183216177	0.13409518083217575	2.270861535589987	-0.728933039807615	-0.1706421333079471	0.6638658328739039	-0.5679783474807224	-0.26671365558304605	-1.1631056809760534	-0.6364787337262605	0.13228618593184457
CRYAB	2.8202673319726563	1.264802321393996	-0.8063096028531214	-0.17232091244036116	-0.6531566412183718	-0.968257856388869	-0.13726406348105777	0.019550778722058283	-1.0336175645044925	-0.40821875475044217	1.3259772507917589	-0.13514526660808882	0.36320361812326374	-0.9873872932677374	-0.5141531666326314	0.022029821141445444
MALAT1	1.3289867259037909	0.3286739831900665	-0.1568429407665489	1.244712650622089	-0.34961805051259437	-1.0232125214640355	-0.22587716676262026	1.5380934603208298	-0.8481415874915093	0.13215983186014083	1.0419731504220109	-1.004044528388368	0.1270676304124427	-1.2669267552813621	-1.8719365911825536	1.0049327091181974
NEFM	-2.7952379718757316	0.051410303820661585	0.7944962512898366	0.8376748445368265	0.15222561489028757	0.14222274110610447	0.9623098968586457	1.1907989026385453	-1.1957997944358243	0.7127059699452212	0.5471311242426224	-0.22619512625715502	0.3768236284348512	-1.3819600574001647	0.14937243219656238	-0.3179787599912912
ENSG00000279576	1.264908528009148	0.23547337810106975	-0.20408509049281007	1.1442117420733664	-0.34156468024141734	-1.0578173011726555	-0.2738378934794682	1.669287053343834	-0.9495117595830317	0.07980875211541198	1.15139414561887	-0.9018686365045847	0.09520873947823737	-1.2499192845442868	-1.755491413204141	1.0938037204824274
TUBA1B	-2.597998522235178	0.02618269744292642	0.7518466899878516	-0.8239444399969142	0.6896751895391053	1.6947534525699814	0.48377054363053795	-1.5679089851386365	-0.2397789429873337	0.039939046153758886	0.11819202480889904	0.7566113740406647	0.09550714155054812	-0.005644300779597255	1.0454312311943679	-0.4666341997809971
TUBB2A	-2.439670439032426	0.8590304474764927	0.6535287150035058	-1.6174829289210866	0.5591958053235683	0.5212211490530161	-0.9121169724706032	-1.0523193618543234	-0.506192676504463	0.9156544268606943	1.1426018808855658	0.22077019944003323	0.6334034252653576	0.9281826905108899	-0.06893629123964547	0.1631299302034489
SST	-2.685043733608665	0.19450297824497703	0.41523991686635603	-0.7432648141692519	-0.1330535548483611	1.261489543403007	0.48236601599288254	-1.088857096173436	1.142305161067608	-1.0795485982252613	-0.11486452629313244	-0.11966231216185348	0.03140997455185177	1.2148214925515426	0.9846317037639687	0.23752784903776564
AK299972	-2.917128247049075	0.5990233869701969	0.939592071779048	-0.33178184600051436	0.5235983264113084	0.6285572795525568	-0.08457431535619159	-1.4351475971837608	0.09657161511209635	0.18834073211896044	-0.364002139021278	0.6839425370930846	0.7357072307730815	0.4619841882298336	1.1288478184729684	-0.8535310419023204
TUBB4A	-3.5530306969852616	0.7235889312041283	0.384531744170143	-0.2654127254862802	-0.1914962639508501	0.6669104397014838	0.1634369762907129	-0.604266727660713	0.6640641629847998	0.5856544822065843	-0.1689465427964238	0.6282286727986297	-0.05591448547341531	0.25469007375383573	0.6927934123478526	0.07516854689479724
