Gene_Symbol,GSM3014964_Tissue_CTRL1,GSM3014965_Tissue_CTRL2,GSM3014966_Tissue_CTRL3,GSM3014967_Tissue_CTRL4,GSM3014968_Tissue_CTRL5,GSM3014969_Tissue_CTRL6,GSM3014970_Tissue_CTRL7,GSM3014971_Tissue_CTRL8,GSM3014972_Tissue_PD1,GSM3014973_Tissue_PD2,GSM3014974_Tissue_PD3,GSM3014975_Tissue_PD4,GSM3014976_Tissue_PD5,GSM3014977_Tissue_PD6,GSM3014978_Tissue_PD7,GSM3014979_Tissue_PD8
LOC219690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC220729,0.90629,0.97336,0.75136,0.82982,1.16094,0.85586,1.38345,1.36842,0.73905,0.77724,1.3493,0.77054,1.44025,1.24022,1.017,1.30499
LOC221272,0,0,0,0,0,0,0.04812,0.07258,0,0,0,0,0,0,0,0
LOC253573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC254028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC255177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC255187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC256880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC257396,0,0,0.01963,0,0,0,0,0,0,0,0,0,0,0,0,0.03599
LOC283028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283045,0,0,0,0,0,0,0,0,0,0.03055,0.01186,0,0,0,0,0
LOC283075,0,0,0.0447,0,0,0,0,0,0,0,0,0,0,0,0,0.03073
LOC283112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283140,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283177,0,0,0,0,0,0,0,0,0,0,0,0,0.03611,0,0,0
LOC283194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283335,2.01975,0.83089,0.53224,1.40211,0.59186,0.72721,0.80699,0.73623,0.69558,1.3146,0.43445,0.7299,0.5333,0.46066,0.47859,0.72443
LOC283352,0,0.03567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283357,0,0,0,0,0,0,0.05387,0,0.0476,0,0,0,0,0,0,0.02023
LOC283387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283516,0,0,0,0,0.02803,0,0.01165,0.00703,0,0,0,0,0,0,0,0
LOC283575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283682,0.06516,0.11393,0.13269,0,0.07791,0.02393,0.16193,0.29308,0,0.11506,0.01787,0,0.01908,0,0.01969,0.03649
LOC283693,0.01789,0.03753,0.02185,0.09826,0.12831,0,0.08001,0.03218,0,0.0379,0.04415,0,0,0,0,0.02003
LOC283701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283710,0.51817,0.88332,0.27698,0.29653,0.63888,0.28545,0.24144,0.75743,0.51194,0.82343,0.13323,0.14922,0.28442,0.39887,0.05871,0.79795
LOC283710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283728,7.9281,3.30314,4.47675,4.41043,4.05029,4.33641,4.37341,7.8059,2.76522,5.04338,4.69562,2.18055,3.35788,2.01982,2.27632,6.18175
LOC283731,0.03069,0.06439,0.09374,0.1124,0.05504,0.30431,0.06864,0.0138,0.16171,0.09754,0.02525,0.24746,0.18867,0.15749,0.25034,0.1203
LOC283737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283861,0,0.03247,0,0,0,0,0,0.01392,0,0,0.01273,0,0,0,0,0
LOC283887,0,0,0.10267,0,0.11303,0,0.06265,0,0,0.04451,0,0,0,0,0,0
LOC283922,3.22357,2.68065,2.56582,4.59883,1.84362,2.02253,2.86847,4.00275,2.80513,2.30263,2.5435,1.96235,1.98623,2.38152,1.59729,4.21878
LOC284014,0.49004,0.44981,0.81076,0.67304,0.47603,0.76486,0.60887,0.57855,0.8876,0.84361,0.39479,0.49392,0.48416,1.02686,0.46266,0.68602
LOC284023,0.86262,0.58283,0.73238,0.64258,1.33723,0.93428,0.85017,0.98637,1.0015,1.61086,0.86612,0.80839,0.69337,0.90035,0.90111,0.83509
LOC284072,0.01408,0,0.0344,0,0,0,0,0.01266,0,0,0,0,0.04945,0,0,0.01576
LOC284080,0,0,0.01823,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284108,0,0,0,0,0,0,0.04673,0,0.08256,0,0.01289,0,0,0.09649,0,0
LOC284112,5.44562,4.87587,5.2817,3.98532,6.26932,5.53318,6.40155,4.61501,6.33031,5.40394,4.06726,4.35581,5.25813,5.35663,5.44442,3.76074
LOC284191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284240,0,0,0.02102,0,0,0,0,0,0,0,0.02831,0,0,0,0,0
LOC284240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284379,0,0.07747,0,0,0,0,0,0,0,0.03912,0.01519,0,0,0.0379,0,0
LOC284395,0.02928,0,0,0,0,0,0.02182,0,0.03856,0,0.01204,0.03372,0.02571,0,0.02653,0.03279
LOC284513,0,0,0,0,0,0,0,0,0,0,0,0.0787,0,0,0,0
LOC284561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284578,0,0,0.02351,0,0,0,0,0,0,0,0,0,0.0676,0.0395,0,0
LOC284581,0,0,0,0,0.01258,0.0309,0,0.02523,0,0,0.01731,0,0,0,0,0.00785
LOC284600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284628,0,0,0,0,0,0,0,0,0,0.04098,0,0,0,0,0,0
LOC284630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0
LOC284825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284837,0.03103,0,0.01896,0,0.01391,0,0,0,0,0,0.01277,0,0.04088,0,0,0
LOC284865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284898,0.03189,0,0.01948,0,0,0,0,0,0.04201,0,0,0,0,0,0,0
LOC284926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC284950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285043,0,0,0,0,0,0,0,0,0,0,0,0,0.02263,0,0,0
LOC285074,2.20124,1.4859,1.66041,1.70004,1.42458,1.49731,2.42586,2.12643,1.18509,1.78448,1.68512,0.9922,1.10948,0.92334,0.88479,2.06868
LOC285095,0.84672,0.1615,0.56427,0.28192,0.41413,0.39576,0.65035,0.41544,0.60839,0.43491,0.71776,0,0.63094,0.31601,0.51162,0.68966
LOC285095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285147,0,0.05106,0,0.04457,0,0,0.03629,0.06567,0,0,0,0,0,0,0.04411,0
LOC285178,0,0.03377,0.118,0.02948,0.02887,0,0.144,0.04344,0,0.06821,0,0.03708,0.05655,0.03304,0.08753,0.03605
LOC285181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285191,0,0,0.01359,0.04072,0.01994,0,0.03316,0,0,0.04712,0,0.02562,0,0.04565,0.02016,0
LOC285300,0,0,0,0,0,0,0,0,0,0,0,0,0.04364,0,0,0.02783
LOC285389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285484,0,0,0.01813,0,0,0,0,0,0,0.06288,0,0,0,0.03046,0,0
LOC285500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285556,0.33595,0.26244,0.43228,0.26179,0.3397,0.13388,0.32505,0.28612,0.43313,0.51493,0.26759,0.13997,0.18205,0.24209,0.31745,0.12808
LOC285626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285690,0.03068,0,0.03748,0.02809,0,0,0.02287,0.05519,0,0,0.0631,0,0,0,0.0278,0
LOC285696,0,0,0.0157,0,0,0,0,0,0.03386,0,0,0,0.02257,0,0.06988,0
LOC285740,0,0,0,0,0.02864,0,0,0,0,0,0,0,0,0,0,0
LOC285762,0,0,0,0,0,0,0,0,0.0287,0,0,0,0,0,0,0
LOC285766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285819,0.11717,0,0.01591,0.07152,0.0467,0.11475,0.01941,0.14053,0.2058,0.08275,0.14996,0.08998,0.11434,0.02672,0.0944,0.02916
LOC285857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285902,0,0,0,0.03032,0,0,0,0,0,0,0,0,0,0,0,0
LOC285957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286052,0,0,0,0.06344,0,0,0.05165,0.0779,0.09127,0,0.04275,0,0.03042,0,0.0314,0.0388
LOC286059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286063,0.9862,2.45111,1.57565,1.75042,1.98631,2.10623,2.14908,2.22461,1.63889,2.15386,2.05975,2.48175,1.70557,2.86526,2.5303,1.7502
LOC286068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286071,0,0,0.04543,0,0.06668,0.16386,0.19403,0.08361,0.09796,0.23634,0.0153,0.08566,0.06531,0.07632,0.2022,0.12492
LOC286087,0.0282,0.02959,0,0.02583,0,0.18645,0,0.06343,0,0.02988,0.16244,0.06498,0.09908,0,0.02556,0.01579
LOC286114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05208,0
LOC286178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286238,0.03038,0,0,0,0.05448,0,0,0,0,0.06437,0,0,0,0,0,0
LOC286254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286359,0,0,0,0,0,0,0,0,0,0,0.01861,0,0,0,0,0
LOC286382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC286437,0,0,0,0,0,0,0.02445,0.0295,0,0.03474,0,0.03777,0,0,0,0.03673
LOC338667,0.08446,0.11813,0,0,0.02524,0,0.02099,0.01266,0.07417,0.02982,0.05791,0,0,0,0,0.01576
LOC338797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC338963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC339059,0.22959,0.07411,0.06473,0.3881,0.03167,0.07783,0.18433,0.01589,0.04653,0.11226,0.02906,0.04069,0.12408,0.03625,0.09604,0.01978
LOC339468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318
LOC339803,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0,0,0
LOC339862,0,0,0,0,0,0,0,0,0.12793,0,0,0,0,0,0,0
LOC339978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC339988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC340090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC340335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC340512,0,0,0,0,0,0,0,0.01493,0,0,0,0,0,0,0,0
LOC340581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC341056,4.1378,9.2627,8.48587,6.0213,8.71259,8.10004,8.45544,6.96223,8.95472,7.319,6.55051,7.78786,7.98165,6.71148,10.24644,5.46163
LOC344371,0.46348,0.7956,2.31651,3.24065,1.28456,0.46421,2.76416,1.17492,1.88711,2.41039,0.86667,1.84431,1.40613,1.55679,1.37479,1.08532
LOC344887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC344967,10.66115,44.39141,51.4432,25.48753,41.68447,51.682,42.30712,28.20084,47.65657,45.72366,32.54181,48.74454,44.44801,46.94248,53.04998,34.63887
LOC345051,0,0,0.04954,0,0,0,0,0.05472,0,0.04296,0.01668,0,0.03561,0,0.03675,0
LOC349160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC374443,0,0,0,0,0,0,0,0,0,0,0.00951,0,0,0,0,0
LOC374890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC387720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388210,0,0,0,0,0,0,0.01516,0.0183,0.05359,0,0.00837,0,0,0,0,0
LOC388242,0,0,0,0,0,0.05631,0,0,0,0,0,0,0,0,0,0
LOC388282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388692,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388813,0,0,0.07312,0,0,0,0,0.02692,0.07884,0,0.02462,0,0,0,0,0.03351
LOC388820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388849,0.14323,0.15025,0.28436,0.42622,0.54583,0.3156,0.4538,0.24157,0.47168,0.41727,0.10311,0.12374,0,0.69826,0.29209,0.50127
LOC388882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC388942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389033,0,0,0,0,0,0,0,0,0,0.12751,0,0,0.21141,0,0,0
LOC389199,0.17579,0.24588,0.46534,0.91208,0.31525,0.19367,0.39315,0.31625,0.54032,0.24831,0.16874,0.20249,0.2573,0.42098,0.31865,0.32812
LOC389273,0,0,0.11932,0,0,0.21519,0,0.13177,0,0,0,0,0,0,0,0
LOC389602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04206,0
LOC389641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389705,0.16576,0.05796,0.10126,0.15178,0.14864,0.06088,0.12358,0.17396,0.14557,0,0.06819,0.06365,0.09705,0.17013,0.05008,0
LOC389765,1.43523,0.46602,0.56363,0.62578,0.45962,0.28237,0.45855,1.76747,0.42764,0.79644,0.97702,0.23618,0.34512,0.49101,0.43361,1.33948
LOC389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC389895,0.15178,0,0.07418,0,0.05444,0,0.09052,0.16384,0,0.12864,0,0,0,0.06231,0,0.10199
LOC389906,1.24504,0.92976,0.69612,1.31389,0.98395,0.60449,1.25854,0.89216,1.4455,1.56491,1.40635,0.87508,0.40772,1.68935,1.3771,0.89807
LOC389906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC390251,1.06164,0.81671,0.90795,1.65251,0.88849,1.3646,0.92336,0.46157,0.79248,0.97474,1.12097,0.4484,1.02559,0.58112,0.866,0.89173
LOC390705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC390877,0.07213,0,0,0.13208,0,0,0,0.12976,0,0,0.05934,0,0,0.14805,0,0
LOC390937,0,0,0.06504,0.04874,0,0,0.03968,0.02394,0.21036,0,0.0219,0,0,0.05463,0,0.08942
LOC390956,0,0.14135,0,0,0.12082,0,0,0,0,0,0.05543,0,0,0,0.12212,0
LOC391003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC391003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC391322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC391343,0,0.04979,0.0145,0,0,0,0,0,0,0.20114,0.04882,0,0,0,0.02151,0
LOC391533,8.84732,1.9223,2.30879,3.72272,2.31066,2.14509,2.09183,5.15106,2.56475,2.66928,6.05429,2.44062,4.67705,2.40969,3.16602,2.37291
LOC391722,0.40241,1.11088,1.0221,0.44602,1.15846,1.28338,1.32628,0.50486,1.19967,1.03211,0.80158,1.48818,1.35781,1.32597,1.9004,0.80647
LOC392196,0.10491,8.25416,2.40332,1.96923,7.47877,3.87213,6.99991,4.01075,5.18247,6.89086,11.45867,2.96077,1.61238,5.97599,2.04438,9.45836
LOC392232,0.02423,0.10166,0.074,0.08873,0.04345,0.02669,0.09031,0.03269,0,0.12833,0.07973,0,0.02128,0.09946,0.04392,0.10853
LOC392364,0.14909,0.1564,0,0,0.06684,0,0,0.03353,0.0982,0,0,0,0.13093,0,0.13513,0
LOC392452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC399491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC399715,0.15952,0.20596,0.17991,1.41568,0.33009,0.16223,0.10978,0.34218,0.09699,0.182,0.7774,0.16962,0.12932,0.05038,0.06673,0.21988
LOC399815,0.12392,0.12999,0.0757,0.02837,0.05556,0.03413,0.09238,0.26473,0,0.06564,0.08921,0.17842,0.02721,0.12718,0.05616,0.15613
LOC399884,0.11089,0.11633,0.24838,4.87354,0.19886,0.28507,0.44089,1.09721,0.68167,0.9398,0.95797,0.68124,0.19477,0.45524,0.56952,0.57955
LOC399886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC399898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC399900,0.13363,0.09345,0.02721,0.04078,0.03994,0,0.16603,0.0601,0.11735,0.04719,0.0733,0.05131,0.35207,0,0,0.04989
LOC400212,0.00867,0,0,0,0,0,0,0,0,0,0.00713,0,0,0,0,0
LOC400451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400464,0.09781,0.08209,0.0956,0.28659,0.03508,0.25863,0.05833,0.03519,0.15462,0.12435,0.17705,0.27041,0.13744,0.20078,0.14184,0.37245
LOC400499,0,0,0,0,0,0,0.00496,0.00599,0.01753,0,0.00274,0,0,0,0,0
LOC400541,0,0.03537,0.04119,0,0,0,0.10054,0.03033,0,0.03572,0.04161,0,0.02961,0,0,0.01888
LOC400553,2.87856,3.84731,3.33456,4.21709,3.55626,3.12446,4.21244,3.06884,4.32558,2.37186,2.89469,3.34038,2.37821,3.54527,4.23238,3.76113
LOC400558,0,0,0,0,0,0,0.0425,0.07692,0,0,0,0,0,0,0,0
LOC400576,0,0,0,0,0,0,0,0,0,0,0.01037,0,0,0,0,0
LOC400612,0.02583,0.0813,0.01578,0,0.04633,0.08539,0,0,0.06806,0.02737,0,0,0.06806,0.07954,0.02341,0.01447
LOC400622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400707,33.18159,77.26379,92.23561,50.02248,76.08573,81.48117,68.54986,54.28246,89.17024,98.49934,54.00792,80.72965,59.14872,71.42361,80.48521,64.88396
LOC400743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400867,0,0.041,0,0.03579,0,0,0.01457,0.01758,0.02574,0,0,0,0,0.06017,0,0.02189
LOC400927,0.09507,0.04432,0,0.03869,0,0.02328,0,0.019,0.05566,0,0.07822,0.04867,0,0,0.05744,0.09464
LOC400940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400940,0,0,0,0,0,0,0.03994,0,0.03528,0,0,0,0,0,0,0
LOC400965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC400997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401010,3.05507,3.65441,4.37437,3.62004,3.29724,3.71622,4.28715,2.58646,4.62536,4.21774,2.91169,3.53506,3.59357,3.46188,3.75881,3.04994
LOC401037,0,0,0,0.03683,0,0,0,0,0,0,0,0,0,0,0,0
LOC401040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401127,9.86637,9.07737,10.01268,6.91692,9.03176,9.07956,8.12332,9.2251,6.75477,9.26408,9.77516,7.38335,9.24791,7.3774,7.59383,8.61423
LOC401188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401242,0,0,0,0,0,0,0,0.01221,0,0,0,0,0,0,0,0
LOC401242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401287,0,0,0,0,0.05961,0,0,0,0,0.03521,0.01367,0,0,0,0,0
LOC401296,0.34528,0.05572,0.22715,0.14591,0.23816,0.05852,0.1584,0.31058,0.06997,0.05627,0.24038,0.24475,0.37321,0.10904,0.04815,0.26771
LOC401312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401357,0,0,0,0.13409,0.01876,0,0.03119,0,0,0.04433,0,0,0,0,0,0
LOC401433,0.02967,0.03112,0,0,0.0266,0,0,0,0,0,0,0,0,0,0,0
LOC401442,0,0,0,0,0,0,0.03095,0,0,0.04397,0,0,0,0,0,0
LOC401442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401463,0.47072,0.35044,0.33393,0.25026,0.27232,0.53535,0.40752,0.43708,0.52007,0.48259,0.36231,0.73463,0.26671,0.87274,0.35783,1.02035
LOC401480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401585,0.03757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC402269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC402469,0.20157,0,0,0.18456,0,0,0,0,0,0,0.16585,0,0,0,0,0.11287
LOC403312,0.29298,0.2049,0.7159,0.08942,0.43785,0.21519,0.50964,0.43924,0.12865,0.20692,0.24105,0.44998,0.42884,1.40326,0.6196,0.32812
LOC403323,1.81552,0.09937,0.09644,0.17346,1.24573,0.31308,1.88308,0.14201,0.33274,0.1338,0.25978,0.03637,0.13865,0.06481,0.11447,0.28289
LOC403323,0.10153,0.15976,0.06202,0,0.2276,0.16779,0.11354,0,0,0,0,0,0,0,0.23006,0
LOC407835,44.09342,40.48925,42.8425,35.59743,39.96963,44.1153,47.49778,41.35938,48.09505,44.92725,38.45729,45.47648,35.2004,40.35485,41.20085,41.18183
LOC439911,0,0,0,0,0,0,0,0,0,0,0,0,0.0342,0,0.05294,0
LOC439933,0.13192,0,0.04029,0,0.05914,0,0,0,0.43444,0,0,0,0,0.13539,0.11956,0.07387
LOC439938,0,0,0.01769,0,0,0,0,0,0,0,0.01191,0,0,0,0,0
LOC439951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440028,0,0,0,0,0,0,0,0,0,0,0,0,0.02873,0,0,0
LOC440031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440040,3.26579,2.82721,3.87381,2.20639,3.98033,2.58503,4.91655,4.70596,4.63614,3.45977,3.37829,2.15486,2.67318,3.61216,1.55183,3.72853
LOC440082,0.01919,0,0.01173,0,0,0,0,0,0,0,0.0079,0,0,0,0,0
LOC440082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440292,0,0,0.14003,0,0.05139,0,0,0,0,0,0.07073,0.06601,0,0,0,0
LOC440300,0,0.0275,0.01602,0.024,0.00588,0,0,0.00295,0,0.02083,0.00809,0,0,0.01345,0,0
LOC440311,18.32051,18.61384,13.03436,13.24109,12.60917,11.24082,13.19493,13.76638,16.01109,15.22619,10.5478,13.13216,13.01187,12.01946,13.30808,13.96017
LOC440313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440386,0,0,0.03759,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440390,0,0,0,0,0,0,0,0.01665,0,0.01961,0,0,0,0,0,0
LOC440434,0,0,0,0,0,0,0.01075,0,0,0,0.01187,0.03323,0,0,0,0
LOC440446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440461,0.27604,0.28957,0,0.1685,0.12376,0.05069,0.17149,0.04138,0.0606,0.14622,0.05678,0,0.08081,0.09444,0.0417,0.2061
LOC440570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440700,0,0,0.02491,0,0,0,0,0.01834,0.05371,0,0,0.04696,0,0,0.03695,0
LOC440716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC440895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
