Gene_Symbol,GSM3014964_Tissue_CTRL1,GSM3014965_Tissue_CTRL2,GSM3014966_Tissue_CTRL3,GSM3014967_Tissue_CTRL4,GSM3014968_Tissue_CTRL5,GSM3014969_Tissue_CTRL6,GSM3014970_Tissue_CTRL7,GSM3014971_Tissue_CTRL8,GSM3014972_Tissue_PD1,GSM3014973_Tissue_PD2,GSM3014974_Tissue_PD3,GSM3014975_Tissue_PD4,GSM3014976_Tissue_PD5,GSM3014977_Tissue_PD6,GSM3014978_Tissue_PD7,GSM3014979_Tissue_PD8
C9orf9,2.49596,4.70137,3.06303,2.21427,3.50137,2.76214,2.66292,2.83391,3.18562,3.83117,2.8659,3.39901,3.74104,2.86912,2.41305,3.21775
C9orf91,6.03837,6.89919,7.85744,7.38074,8.89807,6.46039,9.7408,7.21822,6.59345,8.32384,6.90156,8.22941,8.71489,6.46626,8.62481,6.3797
C9orf92,0.21556,0,0,0,0,0,0,0.06463,0,0,0,0,0,0,0,0
CA1,1.38431,0.56528,0.12486,0.86769,0.31657,0.18425,0.33246,0.4095,0.19582,0.27559,0.55801,0.10702,0.2611,0.05721,0.08421,0.49944
CA10,3.81329,7.62667,10.31934,6.2489,11.50426,11.20998,11.25165,7.06066,14.31855,11.06223,8.18083,13.54709,12.15943,18.06911,14.98768,7.87282
CA11,143.2453,121.24477,161.77361,143.89705,181.76749,187.35094,157.25275,118.53083,200.55661,132.80504,123.31737,175.45546,159.81317,214.15242,173.70403,126.34424
CA12,2.85796,0.49878,0.1768,0.42589,0.12049,0.38719,0.23117,0.55321,0.46294,0.42706,0.59955,0.33338,0.29048,1.1245,0.62768,0.59616
CA13,0.52049,0.70982,0.57233,0.79827,0.78175,0.45876,0.59174,0.43893,0.82277,0.56519,0.56742,0.64452,0.51425,0.3873,0.3892,0.56107
CA14,0.46006,0.50994,0.68935,0.4133,0.42031,0.28691,0.8542,0.42945,0.38878,0.64372,0.09285,0.49995,0.32018,0.53454,0.56646,0.32081
CA2,29.20425,19.90687,17.72417,29.42971,13.45353,13.73639,18.44767,22.75336,14.67005,16.52164,25.41052,15.48142,17.85332,14.09759,11.43438,18.27058
CA3,0.24616,0.47672,0.18507,0.38142,0.37353,0.25034,0.33879,0.37472,0.14966,0.48143,0.296,0.17449,0.13303,0.34981,0.1373,0.21206
CA3/CA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA4,12.20313,4.18719,10.66767,8.10889,10.73731,6.82546,16.49003,12.24864,13.03536,2.90714,4.44716,7.75879,7.01084,16.72795,9.15734,9.12675
CA5A,0.05555,0.00897,0.00522,0.00783,0.01533,0.00942,0.01912,0.02306,0.01126,0.02716,0.00352,0,0.02252,0.01754,0.01549,0
CA5B,1.0434,0.94254,0.77314,1.2119,0.90961,0.90475,0.64101,0.94291,0.89086,0.91091,1.244,0.92368,0.81453,0.93207,0.57793,1.03331
CA5B/CA5BP1,0,0.03183,0.05561,0,0,0,0,0.05459,0,0,0,0,0,0.03114,0,0
CA5BP1,1.63631,1.05776,0.54032,1.91128,0.77725,1.11092,0.89677,0.70015,1.04862,0.67466,1.27353,1.10036,1.32053,0.99857,0.88183,1.19861
CA5P,0.06562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA6,0,0.01954,0,0,0,0,0,0,0,0.05919,0,0,0,0,0,0
CA7,3.73478,4.42893,4.81101,6.43046,5.351,3.4439,5.96198,4.30896,3.79681,4.21466,2.97265,3.36686,5.81127,4.54148,3.31146,2.86428
CA8,2.32008,1.34375,1.55703,1.28058,1.12516,1.56969,1.19855,2.22218,1.22249,2.06324,2.03255,2.07778,1.34306,1.42201,0.90036,2.34218
CA9,0.08931,0,0.04364,0.09813,0.0961,0,0.21305,0.06427,0,0.03784,0.0147,0,0,0.21998,0,0.02
CAAP1,2.54863,2.08671,2.24803,2.34498,2.27417,1.99981,1.92781,2.46031,2.3583,2.39709,1.64686,2.2627,2.33654,2.4499,2.18603,2.13031
CAB39,2.685,4.71659,5.57932,5.39441,6.15486,5.68346,6.378,6.47229,4.75305,4.74827,7.44494,5.17911,5.40924,5.26556,5.90189,5.76155
CAB39L,5.33772,3.54816,4.84265,3.4011,3.53384,4.55826,3.87232,5.52128,4.6743,4.46302,4.52835,4.52226,3.75283,5.16065,4.47522,4.58282
CABIN1,26.92753,24.24884,24.50888,31.40757,23.19289,22.55271,23.21655,24.64671,25.17213,22.40667,28.39083,25.15504,25.67911,24.80056,22.24735,30.06406
CABIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABLES1,26.42027,7.63043,6.49313,5.01654,5.85955,5.57094,8.36129,8.14703,4.96086,8.93628,3.5763,5.13533,8.58262,6.09274,6.32683,12.99458
CABLES2,2.00599,2.84767,2.32891,2.26622,2.32672,1.84724,2.54451,1.8583,2.28751,1.96654,2.13492,1.88535,2.62941,2.13053,2.62319,1.78833
CABP1,10.69055,17.4346,21.97646,19.80161,20.87296,19.16373,28.90672,24.56046,13.70016,18.26303,17.60228,13.73394,19.21938,13.68049,18.08078,13.53357
CABP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABP4,0.09754,0.15742,0.03667,0.15115,0.16148,0.03307,0.05594,0.04725,0.07907,0.0318,0.10495,0.01729,0.05272,0,0.0136,0.08403
CABP5,0,0,0.04457,0,0,0,0,0,0,0,0,0,0,0,0.03306,0
CABP7,1.21768,1.31388,1.00598,1.06185,1.01908,1.35435,0.79538,0.76152,0.82493,1.032,1.02095,0.53434,0.83515,0.71415,0.94599,1.02605
CABS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABYR,6.25011,5.25018,6.10031,7.14271,7.5006,6.34241,6.77897,7.49265,5.04518,6.99473,5.65469,6.30634,7.38746,5.18487,5.70743,7.23662
CABYRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACFD1,1.07203,0.50717,0.75761,0.82761,0.52776,0.67161,0.73652,0.62397,0.77532,1.18024,1.06363,0.96853,0.77534,0.38833,0.80018,0.90635
CACHD1,14.6593,9.43673,8.5124,13.74701,9.82503,8.96499,5.64335,7.32302,8.34268,8.76223,8.83363,10.80673,11.05476,9.9441,8.56738,14.17685
CACNA1A,40.96111,34.34349,39.31624,62.71161,37.25734,33.91194,43.60066,46.61941,41.22157,43.42648,33.42766,27.70195,32.60081,31.55962,31.32265,38.42555
CACNA1B,25.81972,31.75034,31.60214,41.1806,32.16058,31.37438,30.34343,36.60225,34.5456,34.36837,29.84258,29.98612,29.94728,34.07193,27.51605,35.54658
CACNA1C,12.93913,11.27061,12.0321,22.30787,12.55114,11.40647,13.31534,16.09801,11.97231,14.68446,13.73272,12.9271,12.0961,10.87816,10.68885,15.11315
CACNA1C-AS1,2.98422,5.3563,4.29934,8.84487,5.01152,4.82726,5.76115,5.64806,4.8173,7.20012,4.38551,5.44441,5.15074,5.24047,4.53401,4.48198
CACNA1D,6.14184,5.64777,6.0138,9.5321,6.22931,5.47131,6.57549,10.74035,6.42633,6.13188,6.84953,4.68807,5.95313,5.46339,4.11625,8.22933
CACNA1E,7.84937,14.62575,13.02234,9.83723,14.72517,17.57254,13.96733,11.68622,21.30737,11.76034,15.30126,21.35126,16.57357,24.81238,16.72671,18.72257
CACNA1F,0.17492,0.1468,0.47016,0.14948,0.34507,0.30835,0.2695,0.31469,0.24578,0.58064,0.26865,0.25522,0.25603,0.1915,0.32765,0.25467
CACNA1G,9.36427,6.85584,10.73196,19.43968,14.60822,9.9095,13.17801,11.54547,12.2495,6.67,7.51662,5.94899,10.84209,10.79467,11.0382,7.234
CACNA1H,11.21704,7.70641,9.00755,6.42065,5.52352,14.00905,4.88046,7.16142,6.37811,8.0246,7.7288,6.6705,5.83425,8.0358,5.53532,9.86595
CACNA1I,10.44138,8.18088,9.64923,9.07769,9.09863,7.28698,7.25829,7.25515,8.0542,10.17664,7.15995,8.54935,9.07367,6.50015,8.41488,8.56521
CACNA1S,0.19592,0.06423,0.48622,0.13454,0.6588,0.63408,0.18257,0.31392,0.22582,0.45403,0.19646,0.35263,0.15055,0.45244,0.61041,0.14399
CACNA2D1,0,0,0,0,0.014,0,0,0,0,0.02481,0.00963,0,0.03428,0,0.00707,0
CACNA2D2,2.30125,4.87834,5.26534,3.45891,4.41643,6.25619,5.64137,3.87661,4.67706,5.78774,2.95566,2.43738,3.70608,3.90171,5.62343,2.56389
CACNA2D3,10.31339,17.9504,18.68997,14.24199,19.83433,17.9682,23.14363,20.59023,18.88264,20.18542,17.8625,19.10048,23.58469,19.34149,19.69913,17.38409
CACNA2D3-AS1,3.51026,4.38832,4.66647,3.39727,3.84887,4.56877,4.74566,4.89177,5.27093,5.00972,4.48931,4.35773,5.2711,4.70409,4.12118,3.62576
CACNA2D4,0.05607,0.14971,0.03736,0.18668,0.05485,0.06739,0.0988,0.09628,0.08057,0.108,0.07549,0.07046,0.08057,0.07324,0.07392,0.137
CACNB1,3.98496,7.24155,12.01197,10.70679,8.41262,12.66424,11.63361,6.56701,10.40229,8.55411,6.78113,10.24079,8.99265,10.4986,12.1531,8.14106
CACNB2,10.66055,11.43506,12.91542,11.85122,15.98679,14.75805,17.37556,15.43624,15.9341,11.18905,19.33137,15.13709,13.81414,20.56888,16.893,12.84062
CACNB2,0,0,0,0.03886,0,0,0,0,0,0,0.01746,0,0,0,0,0
CACNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02378
CACNB2,0.08876,0,0,0,0,0,0,0,0,0.03761,0.04382,0,0,0,0,0.01988
CACNB3,17.51276,15.3601,17.52285,15.9469,18.92096,20.28595,18.77311,18.36424,19.47147,15.56861,16.19351,19.76583,16.31143,21.23917,19.21245,17.27414
CACNB4,1.34141,2.73229,4.1382,3.47488,4.02947,3.36839,4.12093,3.20764,3.54144,3.25667,2.49936,2.72338,2.9108,3.17227,4.09827,2.04064
CACNG1,0.37222,0.48058,0.20989,0.41946,0.51348,0.25236,0.21345,0.20604,0.60347,0.48532,0.07067,0.26385,0.15087,0.70527,0.36331,0.16033
CACNG2,7.02908,7.52689,9.41184,9.05244,10.31153,8.53327,11.70356,9.90015,9.78141,8.77976,7.27059,8.29704,7.82783,10.31833,10.08249,6.29153
CACNG3,11.96985,19.3872,28.23183,19.67854,27.678,29.88148,23.55877,18.68292,26.60214,20.27894,24.75188,23.82605,23.8836,36.98121,29.92897,20.87597
CACNG4,13.94976,6.38058,6.73116,4.66116,6.48152,11.89711,7.39302,5.29282,14.13757,6.72379,7.03512,12.56561,8.92216,14.6113,8.22925,11.36553
CACNG5,1.55675,0.90726,1.05665,1.37261,1.34421,0.50819,0.90265,0.62237,0.98737,1.95462,1.352,0.59774,0.45572,0.17753,0.73161,1.1946
CACNG6,0,0,0.03622,0,0.05316,0.03266,0.0442,0.07999,0,0,0,0,0,0,0.02687,0.0332
CACNG7,20.03623,11.89136,12.59187,14.19908,12.74861,10.76529,15.63267,13.69014,11.93136,13.25918,8.96521,10.27524,12.94414,8.50734,12.6125,12.20339
CACNG8,1.96508,4.05038,4.23186,4.23919,3.67903,4.1873,4.47539,3.55082,4.35794,2.92825,2.395,3.75108,3.94465,3.78548,4.11016,3.68087
CACTIN,11.42635,8.23913,6.6087,7.00578,5.94077,7.32728,7.48895,6.59201,7.1755,8.6292,5.25301,6.69776,6.30798,6.8258,6.40671,6.23529
CACTIN-AS1,6.69864,5.91596,4.79158,4.71804,4.49209,5.01476,5.60205,4.73164,5.10967,5.54984,3.92159,4.51759,4.66359,4.68625,4.60542,4.31211
CACTP,5.69217,1.75626,1.94317,3.21912,1.57626,1.66006,2.55858,2.22129,2.75672,3.6359,1.92843,2.31417,2.64654,2.4915,2.88306,2.43747
CACUL1,1.83948,1.71314,1.49086,1.65649,1.85085,1.84605,1.95064,1.57002,1.87133,1.58858,2.22774,2.021,1.64747,1.96894,1.88182,1.73376
CACYBP,3.92889,6.88537,8.18853,5.51601,7.23937,8.09712,8.08628,7.0059,6.81949,8.30818,9.74838,9.21112,10.2025,7.76434,10.22211,7.30769
CAD,11.29836,8.3714,7.38724,6.99094,9.23153,5.55132,7.43138,9.10152,6.80481,9.90642,6.29687,7.2681,8.06079,7.06291,6.18783,8.16457
CADM1,10.81692,7.97303,7.83198,8.52669,8.62941,9.95985,8.08817,7.68549,10.48178,8.34723,8.59567,11.48893,9.75028,11.1618,10.18606,10.64728
CADM2,7.68899,10.81154,13.12017,9.38249,13.41133,11.16751,12.42329,12.00402,10.87858,11.44314,10.75766,11.09676,11.88859,12.89208,12.65139,9.56346
CADM3,38.74615,85.20814,98.05299,66.24974,123.21246,116.6935,99.9305,58.4349,99.28046,88.02758,88.30791,115.74671,110.12592,124.84902,129.26541,64.62986
CADM3-AS1,39.80736,90.85197,108.19471,70.21126,136.73393,127.05152,110.39915,62.68806,106.43826,95.48581,95.49612,124.17119,123.09258,137.76721,141.17915,70.09751
CADM4,47.1967,44.71148,48.29243,48.17363,42.68255,45.21643,50.53307,34.14827,47.28259,44.29797,33.04722,37.54856,36.36788,40.84438,48.63117,35.0564
CADPS,10.06434,23.25109,26.72202,14.98712,21.35607,29.51573,25.0922,17.56809,24.15453,22.17482,23.10301,24.34379,24.2827,24.21555,27.84926,19.39304
CADPS2,10.40654,12.6832,17.89748,20.27737,15.6857,9.7151,23.28748,22.38812,5.00058,16.55274,9.66363,7.04572,15.31053,3.51749,14.46357,7.14346
CAGE1,0.01076,0,0,0.0197,0,0.0237,0.01604,0,0,0.04558,0.02655,0,0,0,0,0
CALB1,1.07267,3.59126,3.88284,0.89857,3.9804,3.57057,4.38968,1.53972,7.14025,5.54892,3.41285,5.28419,4.59997,6.88664,5.11967,3.45062
CALB2,1.04306,4.2837,4.28407,5.44585,8.99478,8.60672,7.57747,8.18483,10.81675,4.04389,7.15773,15.64514,6.19791,19.77086,8.56884,8.22692
CALC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCA,0,0,0.0434,0.09757,0.03185,0,0,0,0.09358,0.18815,0.05845,0,0,0.07291,0,0.05967
CALCB,0.01874,0,0,0.03431,0,0,0,0,0,0,0,0,0.04937,0.03846,0,0.01049
CALCOCO1,10.75616,10.95516,8.59455,10.38206,9.05231,7.88442,10.87742,10.53191,9.65601,11.17395,8.73534,7.67241,9.75942,7.57685,7.77866,9.08586
CALCOCO2,16.67042,10.72599,6.2847,8.8794,6.50288,5.17958,6.61662,9.4012,5.70692,6.8342,11.7515,6.93312,8.06309,5.37684,5.38836,11.5278
CALCR,0,0,0.03427,0,0.05031,0.12362,0.08365,0.02523,0.22171,0.01981,0.04616,0.19387,0.06569,0.17274,0.0678,0.05236
CALCRL,0.972,1.56203,1.05491,0.90893,1.24247,1.41268,1.20257,1.46034,0.66745,0.71205,1.03795,1.36979,1.28046,0.97638,1.00282,1.13491
CALD1,14.27418,8.57054,6.75189,11.26353,6.38483,6.21305,8.3487,12.21262,7.96231,7.82489,10.43272,6.24339,7.3034,5.96508,5.80353,8.8226
CALD1,0,0,0,0,0,0,0,0.02584,0,0,0,0,0,0,0.02604,0
CALHM1,0.27208,0.72652,0.86126,0.36236,0.39922,0.65403,0.68226,0.38936,0.58649,0.44546,0.36631,0.39888,0.82545,0.30463,1.0985,0.18006
CALHM2,4.7414,3.75349,3.70266,4.2787,3.62915,2.84349,4.50402,2.67333,2.5756,3.27274,2.49347,2.52249,3.1595,2.86962,4.18222,3.08753
CALHM3,0.02288,0.096,0,0.12569,0,0.25206,0.03411,0.04116,0.12055,0.29084,0.09412,0.10541,0,0,0.04147,0
CALM1,17.07793,41.97536,54.16892,37.68994,55.25777,50.31808,47.69961,50.61332,47.1133,40.35692,44.82224,53.72553,46.65837,53.65567,54.93886,45.15434
CALM2,7.90229,21.42524,29.14149,16.1762,26.00139,25.49952,24.52015,21.75458,22.61928,21.16295,20.79364,24.90524,22.39701,24.26319,26.57782,18.4993
CALM3,29.12237,96.01839,116.90222,56.92534,125.03575,118.19359,109.96859,86.63213,105.48331,88.48854,82.58528,108.24215,98.15501,113.82407,127.47958,82.34805
CALML1,30.46243,57.50257,84.56674,44.11608,86.87645,67.31622,71.31754,81.8911,72.6673,55.8515,67.57801,70.78275,60.25147,75.43011,73.25719,73.41354
CALML3,0.04104,0.0287,0.1337,0.07515,0.04906,0.09042,0.12237,0.04922,0.03604,0.17389,0.01125,0,0,0,0.12398,0.03064
CALML3-AS1,0,0,0,0,0,0,0,0.02471,0,0,0,0,0,0,0,0
CALML4,0.71944,0.43606,0.20835,0.26349,0.24849,0.23486,0.3655,0.49855,0.351,0.32745,0.32885,0.25782,0.19657,0.21878,0.29947,0.52522
CALML5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML6,0.06513,0.06833,0.11937,0.35783,0.23362,0.03588,0.09712,0.29295,0.0429,0.27601,0.04019,0.03751,0.11441,0.03343,0.14759,0.2006
CALN1,1.53037,2.65776,2.75096,1.86387,2.39654,4.26765,2.71849,1.64337,3.3567,2.32719,2.65082,4.05706,3.24749,3.85533,3.70327,2.71031
CALR,321.98291,180.52379,181.81184,242.48102,177.29962,177.08072,174.01436,191.49751,201.3457,157.35493,320.41989,207.68715,295.63467,217.68159,216.76065,306.05301
CALR3,4.1837,4.808,5.05407,5.03588,4.29943,4.27275,4.50319,4.21791,4.76809,4.3077,4.42846,5.33363,4.06643,4.02857,5.21924,4.39597
CALU,7.45082,8.79394,9.58913,11.77437,10.31702,10.75337,9.04665,9.34036,11.13662,7.84935,12.00657,10.16237,9.02012,13.7709,11.03099,9.70757
CALY,11.58888,41.26842,36.88961,23.59295,39.35692,36.39464,39.25909,26.31479,47.69583,44.8174,26.40578,31.41284,27.36045,39.04725,40.84134,23.03466
CAMK1,6.40559,6.44271,7.53752,7.96437,7.94911,9.36897,9.36425,6.27444,8.63939,6.09421,8.12839,7.49065,8.51764,8.78481,7.25405,6.39583
CAMK1D,5.06178,7.05602,9.50386,14.73077,11.45641,9.9091,12.3701,11.15015,11.09243,8.09579,8.13923,11.22763,10.41641,12.22592,9.86588,9.06644
CAMK1G,8.80473,31.2495,32.4734,21.69962,29.16853,32.45647,39.44021,22.87007,32.72292,31.20883,31.4926,39.77959,37.70447,35.02695,42.63795,30.80441
CAMK2A,145.73969,228.31743,287.45514,254.838,280.86908,261.53745,335.06033,233.79407,343.97662,213.44722,210.50609,321.81421,307.10385,350.9248,269.16904,239.10513
CAMK2B,12.43764,32.83902,42.15624,30.14966,37.31374,41.7595,41.80423,27.78946,41.17458,33.41354,26.91719,43.32336,37.24199,41.70163,43.04688,29.37085
CAMK2D,5.59994,12.33208,14.36907,8.67059,13.92635,16.09444,12.03953,12.02723,11.41051,12.12065,15.09931,18.57865,11.01487,14.29335,15.50231,15.64385
CAMK2G,18.05561,21.87032,30.30286,27.8368,25.58874,26.01439,27.05631,27.32146,24.80497,27.36487,18.31765,22.71508,24.0541,20.96548,24.6513,20.7836
CAMK2N1,21.34016,19.08506,26.66959,29.2634,28.63224,28.0238,31.43243,24.17275,35.51297,20.85694,22.27557,32.21289,24.55953,37.66914,29.22767,24.84938
CAMK2N2,15.45629,14.84597,15.90047,21.34263,11.89372,17.91555,14.43949,12.60534,25.73389,24.04706,9.29225,16.55752,12.72115,19.99312,18.0079,13.17689
CAMK4,0.69557,1.009,1.57018,0.98518,1.91497,1.38899,1.84327,1.28069,1.63926,1.26076,1.15799,1.29573,1.45081,2.12495,1.69429,1.05591
CAMKK1,7.88199,17.55376,20.95256,29.53126,22.42335,18.41432,26.52597,17.51373,25.51225,17.91393,15.97091,24.85804,17.98901,26.01749,22.63864,14.39798
CAMKK2,17.63983,18.36094,28.27615,20.45729,32.68419,25.10358,37.57275,19.68021,28.02867,21.41309,18.61245,22.00758,22.04773,28.29852,29.30021,13.78645
CAMKMT,2.48198,1.01186,0.76169,0.49544,0.86491,0.98495,0.77169,1.59774,0.92972,1.27109,1.13235,1.02978,1.34297,1.20729,0.95953,1.4096
CAMKV,35.83516,102.74325,95.32304,50.31767,105.25174,103.39793,92.34067,71.90065,120.82967,89.40324,71.24432,123.17986,86.45507,118.76736,117.49655,86.87111
CAMLG,8.49344,15.7505,14.53011,11.8362,15.14602,15.17055,14.09138,14.40156,13.44621,14.36421,15.82765,16.4347,15.01922,14.64333,16.66331,12.38622
CAMP,0,0,0,0,0,0,0,0.04563,0,0,0,0,0,0,0,0
CAMSAP1,11.18699,12.13923,13.76938,11.62061,12.90175,14.96569,13.16515,10.57832,15.0707,13.36186,11.97132,14.93161,12.48251,15.95232,13.27084,11.49537
CAMSAP2,22.58968,33.14119,38.03003,35.08226,46.5671,38.72727,39.92898,46.19624,35.18401,34.94664,45.35258,43.1453,40.60989,46.23474,45.44765,36.68924
CAMSAP3,7.54334,9.94243,10.03244,11.29571,10.46295,9.70599,10.11195,9.15438,10.47917,10.04067,7.54868,11.47223,9.98829,11.57722,9.97028,10.91905
CAMTA1,13.80586,18.26574,22.25893,23.79229,22.20895,18.29489,24.73299,23.01107,17.73162,20.24232,17.2424,18.18274,18.44965,16.68496,20.01347,14.7919
CAMTA2,55.20602,51.91962,64.64307,58.18221,61.69624,66.23102,70.12991,44.95997,65.31089,57.67853,49.98471,63.88426,65.39459,66.81853,68.6227,46.27203
CAND1,5.1207,8.65861,10.69853,7.92146,10.96545,11.52817,10.59392,10.08788,8.45493,9.37583,11.63903,11.68261,11.61244,10.67319,12.64671,8.48779
CAND2,6.84941,8.66409,8.42453,5.26133,8.1478,7.37751,8.16768,7.53957,8.25566,9.36657,5.74263,6.95437,7.30721,7.97347,7.43019,7.91123
CANT1,7.41215,7.48366,7.32507,6.97979,7.06223,6.96785,7.09106,5.96957,6.08721,7.20027,7.71501,7.44046,7.53892,7.14873,7.88742,6.54464
CANX,53.30657,70.91631,61.43716,53.6197,70.34196,65.2494,59.94815,59.57779,61.79628,59.3451,88.88897,78.78432,73.90414,71.41254,73.63204,71.94969
CAP1,16.29802,29.56162,25.06582,20.70712,30.43586,30.71992,25.98329,21.9818,27.44312,26.39212,28.86374,33.12204,36.74856,35.16208,35.17961,25.07278
CAP2,19.94154,67.69613,88.17455,56.42313,82.48312,88.20284,83.27964,71.78905,83.00911,69.00356,79.3515,79.26629,78.55827,92.27707,98.02822,63.7766
CAPG,4.17078,9.11048,3.24868,3.75016,6.63372,3.40207,2.70166,2.77763,5.56477,3.95281,5.07239,4.02625,7.13745,5.15,3.77051,6.76042
CAPN1,10.12919,15.24207,14.15934,13.22949,8.60083,14.7904,15.08747,12.29911,14.34487,15.629,14.02341,15.47536,16.26874,14.9853,15.31033,13.14967
CAPN10,5.2892,4.13214,3.44921,5.40488,3.86224,3.76197,3.91813,4.40144,4.43917,4.33847,3.45204,4.39596,4.38052,3.82518,3.46901,4.68641
CAPN10-AS1,0,0,0.02589,0,0,0,0,0,0,0,0,0,0.01861,0,0,0
CAPN11,0.06384,0.04465,0.065,0.19485,0.07633,0,0.11105,0.17228,0.02803,0.13527,0.07004,0,0,0.02184,0.11573,0
CAPN12,0.28383,0.13534,0.15762,0.07088,0.2198,0.02843,0.1058,0.16247,0.08497,0.32802,0.10084,0.07431,0.12463,0.14565,0.10524,0.04335
CAPN13,0.1783,0.0774,0.14273,0.09007,0.11026,0.10838,0.055,0.06637,0.06479,0.03908,0.07082,0.02833,0.0648,0.05048,0.07802,0.15149
CAPN14,0.59171,0.7094,0.48195,0.44719,0.69059,0.74505,0.57416,0.75192,0.37117,1.01491,0.49457,0.23802,0.24746,0.17351,0.25538,0.62061
CAPN15,3.13026,1.8583,1.72534,3.90839,1.56291,1.95952,2.10024,1.77904,2.47409,2.10277,1.86137,2.33555,2.243,1.89113,1.77321,2.54165
CAPN2,29.22428,21.51653,14.92962,22.10073,14.341,13.54844,16.97181,23.04685,18.57736,20.86719,20.06652,23.33195,19.50347,14.76051,14.32716,23.43966
CAPN3,12.2249,10.62202,6.25243,8.98151,4.8671,6.02039,5.93362,8.9604,3.83157,5.5311,5.58736,2.56544,5.66471,2.36075,4.09232,6.0176
CAPN5,4.71542,7.93645,7.48484,5.24524,5.26408,6.63484,7.37656,5.34037,6.46106,6.42995,6.32981,6.27154,7.29284,6.49174,4.58281,5
CAPN6,0,0,0,0,0.01885,0,0.01567,0.11348,0.0277,0.04455,0.00865,0,0,0.08632,0,0.01177
CAPN7,5.32526,4.5291,4.40958,5.17524,4.66517,3.70633,3.07647,6.71976,3.85732,4.16985,5.27791,4.14175,5.04757,3.87202,3.90078,7.03173
CAPN8,0.10585,0.14276,0.03695,0.01384,0.08135,0.01666,0.02255,0.08161,0.09959,0.36843,0.12441,0.08709,0.14607,0.21727,0.04111,0.20321
CAPN9,1.03802,0.26134,0.27901,0.39919,0.40954,0.06862,0.32501,0.30813,0.08204,0.50585,0.0854,0.02391,0.47404,0.08523,0.18816,0.88352
CAPNS1,14.21479,43.1644,43.15839,28.46618,44.11065,49.49508,43.30483,28.94065,41.48368,41.29416,37.54131,49.53408,39.3946,49.98437,56.33581,27.18381
CAPNS2,0.0744,0.31218,0.0909,0.47685,0.13342,0.08197,0.05546,0.33462,0,0.15763,0.06121,0,0.19602,0.22908,0.06743,0.24997
CAPRIN1,15.68326,21.41295,21.40504,19.20102,23.9763,20.84891,20.83242,20.76279,20.83533,18.38471,21.76017,24.32354,23.93033,22.868,23.14237,19.25878
CAPRIN2,10.19915,13.5396,11.64393,10.13931,11.52298,12.35492,12.0414,16.00575,8.96917,12.81137,14.05127,8.95272,9.9387,9.9543,8.03612,14.0516
CAPS,0.77499,0.43553,0.33816,0.22808,0.3971,0.24395,0.24761,0.51039,0.3646,0.38119,0.22773,0.09565,0.29169,0.22726,0.20069,0.38747
CAPS2,0.87117,1.14064,1.60055,0.86364,1.06896,1.24126,1.01569,1.95615,0.75931,1.63765,1.32575,0.81487,1.05846,0.96807,0.99738,1.16639
CAPSL,0.03281,0.13766,0.20042,0.06008,0,0.14458,0,0.17707,0.2593,0.20854,0.26993,0.37791,0.05762,0,0.17841,0.18371
CAPZA1,4.22784,6.29752,5.72446,5.41288,6.10506,5.32345,4.81646,6.26433,4.07452,4.49835,6.7613,6.28259,7.15275,5.54144,5.6235,6.22104
CAPZA2,2.98135,6.51489,6.19787,4.90525,7.33727,6.70079,6.28481,5.91646,4.86987,4.41209,6.74374,6.53031,7.37957,8.33233,7.11711,5.21904
CAPZA3,0,0,0,0,0,0,0,0.03125,0,0,0,0.08003,0,0,0,0
CAPZB,8.35205,14.1685,12.65939,9.68637,12.76926,13.89061,11.64622,8.63395,15.38641,12.4662,11.89944,13.56587,13.3803,15.67666,13.92276,11.32308
CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD10,0.87706,0.52373,0.60996,0.75364,0.31458,0.38652,0.4929,0.55225,0.6932,0.35737,0.26089,0.40411,0.43845,0.36006,0.31797,0.30979
CARD11,0.43961,0.59567,0.5744,0.25717,0.34492,0.39689,0.34138,0.34601,0.37802,0.35576,0.18085,0.43606,0.70245,0.40733,0.49806,0.5744
CARD14,0.24449,0.20518,0.09459,0.12686,0.04385,0.08081,0.06683,0.06598,0.01074,0.15541,0.14081,0.06571,0.07873,0.05019,0.00739,0.16429
CARD16,0.15847,0.1039,0.18151,0.21764,0.24867,0.13094,0.0886,0.196,0.49578,0.06295,0.3667,0.11409,0.29574,0.30495,0.2693,0.21075
CARD17,0,0,0,0,0,0,0,0.01028,0,0,0.01881,0,0,0,0,0
CARD18,0,0,0,0,0.20539,0,0,0,0,0,0,0,0,0,0,0
CARD6,1.06551,0.67629,0.42664,1.47572,0.65836,0.33541,0.38716,0.67656,0.66051,0.56914,1.19345,0.76324,0.91217,0.8087,0.58431,0.67187
